movie_id,title,director_name,writer_name,country
Lomax_the_Songhunter,Lomax the Songhunter,NOT_FOUND,NOT_FOUND,NOT_FOUND
London's_Trafalgar_Square,London's Trafalgar Square,William Carr Crofts|Wordsworth Donisthorpe,NOT_FOUND,United_Kingdom
London_(1926_film),London,Herbert Wilcox,Thomas Burke (author),United Kingdom
London_(2005_American_film),London,Hunter Richards,Brian Richards,NOT_FOUND
London_(2005_Indian_film),London,Sundar C,Badri (director)|Sundar C,India
London_After_Midnight_(film),London After Midnight,Tod Browning,Waldemar Young|Joseph W. Farnham,United States
London_Boulevard,London Boulevard,William Monahan,William Monahan,United Kingdom
London_Fields_(film),London Fields,Mathew Cullen,Roberta Hanley,United States
London_Has_Fallen,London Has Fallen,Babak Najafi,Christian Gudegast,United States
London_River,London River,Rachid Bouchareb,Rachid Bouchareb,United Kingdom
London_Road_(film),London Road,Rufus Norris,Alecky Blythe,United Kingdom
London_Town_(2016_film),London Town,Derrick Borte,NOT_FOUND,"* United States
* United Kingdom"
London_Town_(film),London Town,Wesley Ruggles,Sig Herzig|Elliot Paul|Val Guest,United Kingdom
London_in_the_Raw,London in the Raw,Norman Cohen,Arnold L. Miller,United Kingdom
London_in_the_Raw,Primitive London,Norman Cohen,Arnold L. Miller,United Kingdom
London_to_Brighton,London to Brighton,Paul Andrew Williams,Paul Andrew Williams,United Kingdom
Lone_Hero,Lone Hero,Ken Sanzel,Ken Sanzel,USA
Lone_Rider,Lone Rider,David S. Cass Sr.,Frank Sharp,United States
Lone_Star_(1952_film),Lone Star,Vincent Sherman,Borden Chase|Howard Estabrook,United States
Lone_Star_(1996_film),Lone Star,John Sayles,John Sayles,United States
Lone_Survivor,Lone Survivor,Peter Berg,Peter Berg,United States
Lone_Wolf_(film),Lone Wolf,Roman Balayan,Ivan Turgenev|Roman Balayan,Soviet Union
Lone_Wolf_McQuade,Lone Wolf McQuade,Steve Carver,H. Kaye Dyal|B.J. Nelson,United_States
Lone_Wolf_and_Cub:_Sword_of_Vengeance,Sword of Vengeance,Kenji Misumi,Goseki Kojima|Kazuo Koike,Japan
Lonely_Are_the_Brave,Lonely Are the Brave,David Miller (director),Dalton Trumbo|Edward Abbey,United States
Lonely_Boy_(film),Lonely Boy,Roman Kroitor|Wolf Koenig,NOT_FOUND,Canada
Lonely_Hearts_(1970_film),Lonely Hearts,Franco Giraldi,Ruggero Maccari|Franco Giraldi,NOT_FOUND
Lonely_Hearts_(1982_film),Lonely Hearts,Paul Cox,Paul Cox|John Clarke (satirist),Australia
Lonely_Hearts_(1991_film),Lonely Hearts,Andrew Lane (film producer),Andrew Lane (film producer),NOT_FOUND
Lonely_Hearts_(2006_film),Lonely Hearts,Todd Robinson (film director),Todd Robinson (film director),United_States
Lonely_Wives_(film),Lonely Wives,Russell Mack,Walter DeLeon,United States
Lonelyhearts,Lonelyhearts,Vincent J. Donehue,Dore Schary,United States
Loner_(film),Loner,Park Jae-sik,NOT_FOUND,South_Korea
Lonesome,Lonesome,Paul Fejös,NOT_FOUND,United States
Lonesome_Cowboys,Lonesome Cowboys,Andy Warhol,Paul Morrissey,United States
Lonesome_Jim,Lonesome Jim,Steve Buscemi,James C. Strouse,United States
Long_Arm_of_the_Law_(film),Long Arm of the Law,Johnny Mak,Philip Chan,Hong Kong
Long_Dark_Night,Long Dark Night,Antun Vrdoljak,Antun Vrdoljak,Croatia
Long_Day's_Journey_into_Night_(1962_film),Long Day's Journey into Night,Sidney Lumet,Eugene O'Neill,United States
Long_Day's_Journey_into_Night_(1973_film),Long Day's Journey into Night,Peter Wood (director),NOT_FOUND,United Kingdom
Long_Day's_Journey_into_Night_(1987_film),Long Day's Journey into Night,Jonathan Miller,Eugene O'Neill,UK
Long_Day's_Journey_into_Night_(1996_film),Long Day's Journey into Night,David Wellington (director),NOT_FOUND,NOT_FOUND
Long_Gone_(film),Long Gone,Martin Davidson,NOT_FOUND,NOT_FOUND
Long_John_Silver_(film),Long John Silver,Byron Haskin,Martin Rackin,United States|Australia
Long_Lasting_Days,Long Lasting Days,Ferdinando Baldi,Ferdinando Baldi,NOT_FOUND
Long_Night's_Journey_into_Day,Long Night's Journey Into Day,Frances Reid (director),NOT_FOUND,United States
Long_Pants,Long Pants,Frank Capra,Tay Garnett|Arthur Ripley,United States
Long_Pigs,Long Pigs,NOT_FOUND,Chris Power  Nathan Hynes,Canada
Long_Shot_(1939_film),Long Shot,Charles Lamont,George Callaghan|Ewart Adamson|Harry Beresford,United States
Long_Time_Dead,Long Time Dead,Marcus Adams (director),Marcus Adams (director)|Andy Day|James Gay-Rees,United_Kingdom
Long_Way_North,Long Way North,Rémi Chayé,Fabrice de Costil|Patricia Valeix|Claire Paoletti,Denmark|France
Long_Weekend_(1978_film),Long Weekend,Colin Eggleston,Everett De Roche,Australia
Long_Weekend_(2008_film),Long Weekend,Jamie Blanks,Everett De Roche,Australia
Longford_(film),Longford,Tom Hooper,NOT_FOUND,United Kingdom
Longshot_(film),Longshot,Lionel C. Martin,Lou Pearlman,NOT_FOUND
Longtime_Companion,Longtime Companion,Norman René,Craig Lucas,United States
Longwave_(film),Longwave,Lionel Baier,NOT_FOUND,Switzerland|Portugal|France
"Look,_Up_in_the_Sky:_The_Amazing_Story_of_Superman","Look, Up in the Sky! The Amazing Story of Superman",Kevin Burns,James Grant Golding|Steven Smith,NOT_FOUND
Look_(2007_film),Look,Adam Rifkin,Adam Rifkin,United States
Look_Back_in_Anger_(1959_film),Look Back in Anger,Tony Richardson,John Osborne|Nigel Kneale,United Kingdom
Look_Back_in_Anger_(1980_film),Look Back in Anger,Lindsay Anderson|David Jones (director),John Osborne,United Kingdom
Look_Back_in_Anger_(1989_TV_drama),Look Back in Anger,Judi Dench,John Osborne,United_Kingdom
Look_Both_Ways,Look Both Ways,Sarah Watt,Sarah Watt,Australia
Look_Who's_Talking,Look Who's Talking,Amy Heckerling,Amy Heckerling,United States
Look_Who's_Talking_Now,Look Who's Talking Now,Tom Ropelewski,Amy Heckerling|Tom Ropelewski,United States
Look_Who's_Talking_Too,Look Who's Talking Too,Amy Heckerling,Amy Heckerling|Neal Israel,United States
Look_at_Me_(film),Look at Me,Agnès Jaoui,Jean-Pierre Bacri|Agnès Jaoui,France
Look_for_the_Silver_Lining_(film),Look for the Silver Lining,David Butler (director),Henry Ephron|Phoebe Ephron,United States
Looker,Looker,Michael Crichton,Michael Crichton,United States
Lookin'_Italian,Lookin' Italian,Guy Magar,Guy Magar,United States
Lookin'_to_Get_Out,Lookin' to Get Out,Hal Ashby,Al Schwartz (writer)|Jon Voight,United States
Looking_Forward_(1910_film),Looking Forward,NOT_FOUND,NOT_FOUND,United States
Looking_Forward_(film),Looking Forward,Clarence Brown,Bess Meredyth|Dodie Smith,United States
Looking_for_Alibrandi_(film),Looking for Alibrandi,Kate Woods,Melina Marchetta,Australia
Looking_for_Comedy_in_the_Muslim_World,Looking for Comedy in the Muslim World,Albert Brooks,Albert Brooks,United_States
Looking_for_Danger,Looking for Danger,NOT_FOUND,Edward Bernds|Elwood Ullman,United States
Looking_for_Eric,Looking for Eric,Ken Loach,Paul Laverty,France|United Kingdom|Belgium|Spain|Italy
Looking_for_Grace,Looking for Grace,Sue Brooks,Sue Brooks,Australia
Looking_for_Hortense,Looking for Hortense,Pascal Bonitzer,Pascal Bonitzer,France
Looking_for_Kitty,Looking for Kitty,Edward Burns,Edward Burns,United States
Looking_for_Langston,Looking for Langston,Isaac Julien,Isaac Julien,NOT_FOUND
Looking_for_Love_(film),Looking for Love,Don Weis,Ruth Brooks Flippen,United States
Looking_for_Mr._Goodbar_(film),Looking for Mr. Goodbar,Richard Brooks,Richard Brooks,United States
Looking_for_Richard,Looking for Richard,Al Pacino,Al Pacino|William Shakespeare,United States
Looks_and_Smiles,Looks and Smiles,Ken Loach,Barry Hines,United Kingdom
Looney_Tunes:_Back_in_Action,Looney Tunes: Back in Action,Joe Dante,Larry Doyle (writer),United States|Germany
Looney_Tunes:_Rabbits_Run,Looney Tunes: Rabbits Run,Jeff Siergey,Rachel Ramras|Hugh Davidson (actor),United States
Looper_(film),Looper,Rian Johnson,Rian Johnson,United States
Loophole_(1954_film),Loophole,Harold D. Schuster,NOT_FOUND,United States
Loophole_(1981_film),Loophole,John Quested (producer),Jonathan Hales,United Kingdom
Loopy_(film),Twisted,NOT_FOUND,NOT_FOUND,United States
Loose_Ankles,Loose Ankles,Ted Wilde,Gene Towne,United States
Loose_Cannons_(1990_film),Loose Cannons,Bob Clark,Richard Matheson|Bob Clark|Richard Christian Matheson,United States
Loose_Cannons_(2010_film),Loose Cannons,Ferzan Özpetek,Ivan Cotroneo|Ferzan Özpetek,Italy
Loose_Shoes,Loose Shoes,NOT_FOUND,Charley Smith|Royce D. Applegate,United States
Loose_in_London,Loose in London,Edward Bernds,Edward Bernds|Elwood Ullman,United States
Loosies,Loosies,Michael Corrente,Peter Facinelli,United States
Loot_(1970_film),Loot,Silvio Narizzano,Ray Galton|Joe Orton|Alan Simpson (scriptwriter),United Kingdom
Loot_(2008_film),Loot,Darius Marder,NOT_FOUND,United States
Loot_(2011_film),Loot,Rajnish Raj Thakur,NOT_FOUND,India
Loot_(2012_film),Loot,Nischal Basnet,Nischal Basnet,Nepal
Lootera,Lootera,Vikramaditya Motwane,Vikramaditya Motwane|Bhavani Iyer,India
Lord_Byron_of_Broadway,Lord Byron of Broadway,William Nigh|Harry Beaumont,Nell Martin|Crane Wilbur,United States
Lord_Jeff,Lord Jeff,Sam Wood,James Kevin McGuinness,United States
Lord_Jim_(1925_film),Lord Jim,Victor Fleming,George C. Hull|Lord Jim|John Russell (screenwriter)|Joseph Conrad,United States
Lord_Jim_(1965_film),Lord Jim,Richard Brooks,Richard Brooks,United Kingdom|United States
Lord_Love_a_Duck,Lord Love a Duck,George Axelrod,George Axelrod,United States
Lord_of_Illusions,Lord of Illusions,Clive Barker,Clive Barker,United States
Lord_of_War,Lord of War,Andrew Niccol,Andrew Niccol,United States|Germany|France
Lord_of_the_Flies_(1963_film),Lord of the Flies,Peter Brook,Peter Brook,United Kingdom
Lord_of_the_Flies_(1990_film),Lord of the Flies,Harry Hook,NOT_FOUND,United States
Lords_of_Dogtown,Lords of Dogtown,Catherine Hardwicke,Stacy Peralta,United States
Lords_of_the_Deep,Lords of the Deep,NOT_FOUND,NOT_FOUND,United States
Lore_(film),Lore,Cate Shortland,Cate Shortland,Germany
Lorenzo's_Oil,Lorenzo's Oil,George Miller (director),Nick Enright|George Miller (director),United States
Lorenzo_(film),Lorenzo,Mike Gabriel,Mike Gabriel,United States
Lorna's_Silence,Lorna's Silence,Dardenne brothers,Jean-Pierre Dardenne|Luc Dardenne,Italy|Belgium|Germany
Lorna_(film),Lorna,Russ Meyer,James Griffith|Russ Meyer,United States
Lorna_Doone_(1912_film),Lorna Doone,Wilfred Noy,R. D. Blackmore,United Kingdom
Lorna_Doone_(1922_film),Lorna Doone,Maurice Tourneur,Wyndham Gittens|Maurice Tourneur|Richard Doddridge Blackmore,United States
Lorna_Doone_(1934_film),Lorna Doone,Basil Dean,Gordon Wellesley|Miles Malleson|Dorothy Farnum|R.D. Blackmore,United Kingdom
Lorna_Doone_(1951_film),Lorna Doone,Phil Karlson,Jesse Lasky Jr,United States
Lorna_Doone_(1990_film),Lorna Doone,Andrew Grieve,NOT_FOUND,United Kingdom
Lorna_Doone_(2001_film),Lorna Doone,Mike Barker (film director),Adrian Hodges|R.D. Blackmore,United Kingdom
Los_Bandoleros_(film),Los Bandoleros,Vin Diesel,Vin Diesel,United States
Los_Enchiladas!,Los Enchiladas!,Mitch Hedberg,Mitch Hedberg,United States
Los_Marziano,Los Marziano,NOT_FOUND,Ana Katz & Daniel Katz,Argentina
Los_Muchachos_de_mi_barrio,Los Muchachos de mi barrio,NOT_FOUND,NOT_FOUND,Argentina
Loser_(film),Loser,Amy Heckerling,Amy Heckerling,United States
Loser_Takes_All_(film),Loser Takes All,Ken Annakin,Graham Greene,United Kingdom
Losers'_Club,Losers' Club,Tolga Örnek,NOT_FOUND,Turkey
Losin'_It,Losin' It,Curtis Hanson,Bill L. Norton,United States|Canada
Losing_Chase,Losing Chase,Kevin Bacon,Anne Meredith,United States
Losing_Control,Losing Control,Valerie Weiss,Valerie Weiss,United States
Losing_Ground_(1982_film),Losing Ground,Kathleen Collins,Kathleen Collins,United States
Losing_Ground_(2005_film),Losing Ground,Bryan Wizemann,Bryan Wizemann,United States
Losing_Isaiah,Losing Isaiah,Stephen Gyllenhaal,Naomi Foner Gyllenhaal,United States
Lost_&_Found_(1999_film),Lost & Found,Jeff Pollack,David Spade,United States
Lost_(1950_film),Lost,NOT_FOUND,José Revueltas,Mexico
Lost_(1956_film),Lost,Guy Green (filmmaker),Janet Green,United Kingdom
Lost_(1983_film),Lost,Al Adamson,Don Buday,United States
Lost_(2004_film),Lost,NOT_FOUND,NOT_FOUND,United States
Lost_Angel_(film),Lost Angel,Roy Rowland (director),Isobel Lennart|Angna Enters,United States
Lost_Angels,Lost Angels,Hugh Hudson,Michael Weller,United States
Lost_Boundaries,Lost Boundaries,Alfred L. Werker,William Lindsay White,United States
Lost_Boys:_The_Thirst,Lost Boys: The Thirst,Dario Piana,NOT_FOUND,South Africa|United States
Lost_Boys:_The_Tribe,Lost Boys: The Tribe,P. J. Pesce,Hans Rodionoff,United States|Canada
Lost_Boys_of_Sudan_(film),Lost Boys of Sudan,Megan Mylan,NOT_FOUND,NOT_FOUND
Lost_Cat_Corona,Lost Cat Corona,NOT_FOUND,NOT_FOUND,United States
Lost_City_Raiders,Lost City Raiders,Jean de Segonzac,NOT_FOUND,Austria
Lost_Command,Lost Command,Mark Robson,Nelson Gidding,USA
Lost_Continent_(1951_film),Lost Continent,Sam Newfield,Orville H. Hampton,United States
Lost_Continent_(1954_film),Lost Continent,Enrico Gras|Giorgio Moser,NOT_FOUND,Italy
Lost_Embrace,Lost Embrace,Daniel Burman,Marcelo Birmajer|Daniel Burman,Argentina
Lost_Highway_(film),Lost Highway,David Lynch,David Lynch|Barry Gifford,United States|France
Lost_Horizon_(1937_film),Lost Horizon,Frank Capra,Robert Riskin,United States
Lost_Horizon_(1973_film),Lost Horizon,Charles Jarrott,Larry Kramer,United States
Lost_Islands_(film),Lost Islands,Reshef Levy,Reshef Levy,Israel
Lost_River_(film),Lost River,Ryan Gosling,Ryan Gosling,United States
Lost_Souls_(film),Lost Souls,Janusz Kamiński,NOT_FOUND,United States
Lost_Youth,Lost Youth,Pietro Germi,Pietro Germi|Antonio Pietrangeli|Leopoldo Trieste|Mario Monicelli,NOT_FOUND
Lost_and_Beautiful,Lost and Beautiful,NOT_FOUND,Pietro Marcello|Maurizio Braucci,NOT_FOUND
Lost_and_Delirious,Lost and Delirious,Léa Pool,Judith Thompson,Canada
Lost_and_Found_(1979_film),Lost and Found,Melvin Frank,Jack Rose (screenwriter)|Melvin Frank,NOT_FOUND
Lost_and_Found_(1996_film),Lost and Found,NOT_FOUND,NOT_FOUND,Hong Kong
Lost_and_Found_(2008_film),Lost and Found,Ma Liwen,Liu Zhenyun,China
Lost_and_Found_(2016_film),Lost and Found,Ruturaj Dhalgade,Ruturaj Dhalgade,India
Lost_and_Love,Lost and Love,Peng Sanyuan,Peng Sanyuan,China|Hong Kong
Lost_in_Alaska,Lost in Alaska,Jean Yarbrough,Martin Ragaway|Leonard B. Stern,NOT_FOUND
Lost_in_America,Lost in America,Albert Brooks,Monica Johnson|Albert Brooks,United States
Lost_in_Beijing,Lost in Beijing,Li Yu (director),Li Yu (director),China
Lost_in_Florence,Lost in Florence,Evan Oppenheimer,Evan Oppenheimer,Italy
Lost_in_La_Mancha,Lost in La Mancha,Keith Fulton|Louis Pepe,Keith Fulton|Louis Pepe,NOT_FOUND
Lost_in_Munich,Lost in Munich,Petr Zelenka,Petr Zelenka,Czech Republic
Lost_in_Siberia,Lost in Siberia,Alexander Mitta,Alexander Mitta,United Kingdom|Soviet Union
Lost_in_Space_(film),Lost in Space,Stephen Hopkins (director),Akiva Goldsman,United States
Lost_in_Thailand,Lost in Thailand,Xu Zheng (actor),Xu Zheng (actor),China
Lost_in_Translation_(film),Lost in Translation,Sofia Coppola,Sofia Coppola,United_States
Lost_in_Yonkers_(film),Lost in Yonkers,Martha Coolidge,Neil Simon,United States
Lost_in_a_Harem,Lost in a Harem,Charles Reisner,Harry Crane|John Grant (screenwriter),NOT_FOUND
Lost_in_the_Desert,Lost in the Desert,Jamie Uys,Jamie Uys,South_Africa
Lost_in_the_Pacific,Lost in the Pacific,Vincent Zhou,Peter Cameron (American screenwriter),China
Lost_in_the_Stars_(film),Lost in the Stars,Daniel Mann,Maxwell Anderson|Alfred Hayes (writer)|Alan Paton,United States
Lost_in_the_Sun,Lost in the Sun,Trey Nelson,Trey Nelson,United States
Lost_on_Journey,Lost on Journey,Raymond Yip,Tian Yusheng|Shi Chenyun|Xu Yuanfeng,China
Lot_in_Sodom,Lot in Sodom,James Sibley Watson,NOT_FOUND,United States
Lotte_and_the_Moonstone_Secret,Lotte and the Moonstone Secret,NOT_FOUND,Andrus Kivirähk,Estonia
Lotte_from_Gadgetville,Lotte from Gadgetville,NOT_FOUND,NOT_FOUND,Latvia|Estonia
Lottery_(film),Lottery,Hemant Prabhu,Aadesh K. Arjun,India
Lottery_Ticket_(1970_film),Lottery Ticket,AB Raj,S. L. Puram Sadanandan,India
Lottery_Ticket_(2010_film),Lottery Ticket,Erik White,NOT_FOUND,United States
Lottovoittaja_UKK_Turhapuro,Lottovoittaja UKK Turhapuro,Ere Kokkonen,Spede Pasanen,Finland
Lou_(film),Lou,Belinda Chayko,Belinda Chayko,Australia
Louder_Than_Bombs_(film),Louder Than Bombs,Joachim Trier,Eskil Vogt,"* Norway
* France
* Denmark"
Louder_Than_Words_(2013_film),Louder Than Words,Anthony Fabian,NOT_FOUND,United States
Loudspeaker_(film),Loudspeaker,Jayaraj,Jayaraj,India
Louis_Theroux:_Behind_Bars,Louis Theroux: Behind Bars,Stuart Cabb,NOT_FOUND,United Kingdom
Louis_Theroux:_Gambling_in_Las_Vegas,Louis Theroux: Gambling in Las Vegas,NOT_FOUND,NOT_FOUND,United Kingdom
Louis_Theroux:_Under_the_Knife,Louis Theroux: Under the Knife,NOT_FOUND,NOT_FOUND,United Kingdom
Louisiana_Purchase_(film),Louisiana Purchase,Irving Cummings,Joseph Fields|Morrie Ryskind|Buddy G. DeSylva|Jerome Chodorov,United States
Louisiana_Story,Louisiana Story,Robert J. Flaherty,Frances H. Flaherty|Robert J. Flaherty,NOT_FOUND
Loulou_(film),Loulou,Maurice Pialat,Arlette Langmann|Maurice Pialat,France
Lourdes_(film),Lourdes,Jessica Hausner,Jessica Hausner,Austria|Germany|France
Love!_Valour!_Compassion!_(film),Love! Valour! Compassion!,Joe Mantello,Terrence McNally,United States
Love's_Brother,Love's Brother,Jan Sardi,Jan Sardi,Australia
Love's_Coming,Love's Coming,Naphat Chaithiangthum,Naphat Chaithiangthum,Thailand
Love's_Kitchen,Love's Kitchen,NOT_FOUND,NOT_FOUND,United Kingdom
Love's_Labour's_Lost_(film),Love's Labour's Lost,Kenneth Branagh,Kenneth Branagh,United Kingdom
"Love,_Cheat_&_Steal","Love, Cheat & Steal",William Curran,William Curran,NOT_FOUND
"Love,_Honour_and_Obey","Love, Honour and Obey",Dominic Anciano|Ray Burdis,Dominic Anciano|Ray Burdis,United Kingdom
"Love,_Lies_(2016_film)","Love, Lies",Park Heung-sik (born 1965),NOT_FOUND,South Korea
"Love,_Marilyn","Love, Marilyn",Liz Garbus,Liz Garbus,United States|France
"Love,_Rosie_(film)","Love, Rosie",Christian Ditter,Juliette Towhidi,United Kingdom|Germany
"Love,_Wedding,_Marriage","Love, Wedding, Marriage",Dermot Mulroney,Caprice Crane,United States
Love_&_Friendship,Love & Friendship,Whit Stillman,Whit Stillman,NOT_FOUND
Love_&_Loathing_&_Lulu_&_Ayano,Love & Loathing & Lulu & Ayano,Hisayasu Satō,NOT_FOUND,Japan
Love_&_Mercy_(film),Love & Mercy,Bill Pohlad,Michael Alan Lerner|Oren Moverman,United States
Love_&_Peace_(film),Love & Peace,Sion Sono,NOT_FOUND,Japan
Love_&_Sex,Love & Sex,Valerie Breiman,Valerie Breiman,United States
Love_(1919_film),Love,"Roscoe ""Fatty"" Arbuckle","Roscoe ""Fatty"" Arbuckle",United States
Love_(1920_film),Love,Wesley Ruggles,Louis Joseph Vance,United States
Love_(1927_German_film),Love,Paul Czinner,Honoré de Balzac|Paul Czinner,Germany
Love_(1927_film),Love,Edmund Goulding|John Gilbert (actor),Frances Marion|Lorna Moon|Leo Tolstoy,United States
Love_(1971_film),Love,Károly Makk,Tibor Déry|Péter Bacsó,Hungary
Love_(1991_film),Love,Suresh Krishna (director),Suresh Krishna (director),India
Love_(2004_film),Love,Rajendra Singh Babu,Rajendra Singh Babu,India
Love_(2005_film),Love,Vladan Nikolic,Vladan Nikolic,United States|Serbia and Montenegro
Love_(2008_Bengali_film),Love,Riingo Banerjee,Erich Segal,India
Love_(2008_Indonesian_film),Love,NOT_FOUND,Titien Wattimena,Indonesia
Love_(2011_film),Love,William Eubank,William Eubank,United States
Love_(2012_film),Love,Doze Niu,Doze Niu,Taiwan
Love_(2015_film),Love,Gaspar Noé,Gaspar Noé,Belgium|France
Love_65,Love 65,Bo Widerberg,Bo Widerberg,Sweden
Love_911,Love 911,Jeong Gi-hun,Jeong Gi-hun  Park Sang-min,South Korea
Love_Aaj_Kal,Love Aaj Kal,Imtiaz Ali (director),Imtiaz Ali (director),India
Love_Actually,Love Actually,Richard Curtis,Richard Curtis,US
"Love_Affair,_or_the_Case_of_the_Missing_Switchboard_Operator","Love Affair, or the Case of the Missing Switchboard Operator",Dušan Makavejev,Dušan Makavejev,Yugoslavia
